Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
Africa,Botswana,Ghanzi,A & A PCs,6,HP,Omen,HDD,Brent,Ward,+16551005898,gjohnson@example.net,Madison Davis,Repairs,25682,30022,Finance,89,2022-11-04,,42541,2GB,463,Offline,High,1476,78,28267,256GB
North America,Georgia,Augusta,Mini Tech,8,Acer,Predator Triton 500,HDD,Paul,Buchanan,+11268008342,smithjason@example.com,Michael Turner,Repairs,3848,8817,Bank Transfer,849,2022-05-01,,0,16GB,721,Offline,Medium,1935,97,5671,256GB
Africa,Ethiopia,Tigray,DEF Machines,1,Toshiba,Dynabook,SSD,Shannon,Sanchez,+10904186574,danielskevin@example.org,Thomas Ramos,Second-hand Sales,18377,21881,Bank Transfer,658,2021-06-18,,0,2GB,710,Offline,High,0,793,19326,500GB
North America,Illinois,Springfield,Jacks Hardware,9,MSI,Modern 15,SSD,Laura,Williams,,wlarson@example.org,Jason Phillips,Returns,2882,5227,Bank Transfer,369,2024-02-06,2024-02-24,0,2GB,590,Online,Low,0,477,3983,500GB
Africa,South Africa,Limpopo,Western International PCs,4,Acer,Nitro 5,SSD,Alicia,Johnson,+17270865128,thomascrystal@example.net,Mark Landry,Returns,20022,22261,Cash,167,2022-11-12,,0,16GB,552,Offline,High,0,266,20697,256GB
North America,Illinois,Bolingbrook,S & A Computer Place,5,Dell,Precision,SSD,Debra,Cooper,+12955064398,leehenry@example.net,Daniel Serrano,Repairs,28206,32586,Cash,172,2023-12-16,,0,2GB,519,Offline,High,3845,666,32434,256GB
North America,Georgia,Athens,KyaSand Tech Gadgets,10,Samsung,Galaxy Chromebook 2,SSD,Christopher,Daniels,+19017910920,obrienmolly@example.com,Chris Jones,Second-hand Sales,27191,30413,Cash,888,2022-10-06,2022-10-13,0,4GB,738,Online,Medium,0,83,28454,1TB
Africa,South Africa,North West,LJ Computers,6,Microsoft,Surface Neo,SSD,Melvin,Fields,+19702659489,angela50@example.org,Daniel Lane,Repairs,5853,8530,Cash,232,2021-08-03,2021-08-15,0,16GB,818,Online,Low,2928,613,6677,500GB
Africa,Ghana,Volta,ABC Computers,9,Dell,Precision,SSD,Shawn,Williams,+15559393257,isabelkennedy@example.net,Jonathan Miller,Repairs,24719,29267,Bank Transfer,863,2023-05-25,,0,4GB,692,Offline,Low,4027,696,25654,256GB
Africa,Egypt,North Sinai,A & A PCs,1,HP,Pavilion,HDD,Savannah,Davis,+12343407691,michaelmiddleton@example.com,Mario Daniel,Repairs,22936,27192,Cash,342,2021-11-12,,0,16GB,408,Offline,High,4941,301,23154,256GB
Africa,Egypt,New Valley,Western International PCs,6,Microsoft,Surface Neo,HDD,Christian,Rivers,+18027381246,tammyjohnson@example.org,Diana Owens,Repairs,16763,20950,Bank Transfer,367,2023-06-05,2023-06-28,0,4GB,617,Online,Low,2876,429,19921,256GB
North America,California,San Diego,ABC Computers,9,MSI,GP65 Leopard,SSD,Sarah,Frost,+12892603906,obrienmichelle@example.com,Rachel Mitchell,New Sales,26220,29197,Bank Transfer,992,2022-10-20,2022-10-28,0,4GB,622,Online,High,0,255,27902,256GB
Africa,Ethiopia,Benishangul-Gumuz,LJ Computers,8,Toshiba,Dynabook,SSD,Shawn,Cantrell,+12076829562,dylan17@example.net,Alexa Hopkins,Second-hand Sales,6857,9242,Cash,353,2024-02-14,,0,4GB,679,Offline,Low,0,633,7303,1TB
North America,California,San Francisco,XYZ Tech,3,HP,Stream,SSD,Gary,Perry,,frank20@example.org,Joy Holt,New Sales,2656,6344,Bank Transfer,566,2022-07-20,,0,8GB,522,Offline,High,0,21,6185,500GB
Africa,Egypt,Qena,Mini Tech,9,Dell,Vostro,SSD,John,Lee,+13480795191,john81@example.com,Mario Daniel,Second-hand Sales,3434,6951,Bank Transfer,255,2023-12-22,2024-01-09,0,2GB,495,Online,High,0,237,3744,256GB
Africa,Egypt,New Valley,ABC Computers,8,Asus,ROG Zephyrus S GX701,SSD,Anthony,Elliott,+14696987376,kpacheco@example.org,Jacob Hudson,Returns,9908,14501,Finance,302,2021-04-13,2021-04-24,26118,2GB,532,Online,High,0,114,10416,256GB
Africa,Botswana,South-East,A & A PCs,4,Dell,Venue,SSD,Brenda,Franklin,+16386840159,lopezjohn@example.com,Susan Nelson,Second-hand Sales,8857,12718,Bank Transfer,728,2023-03-31,,0,2GB,413,Offline,Low,0,990,10426,500GB
Africa,Ghana,Central,CK Tech Store,7,Microsoft,Surface Book,HDD,Matthew,Mccarthy,+10617243811,ykim@example.net,Jonathan Miller,New Sales,6639,10641,Cash,948,2022-02-28,,0,4GB,643,Offline,High,0,338,9037,256GB
North America,Pennsylvania,Pittsburgh,Mini Tech,1,Lenovo,ThinkCentre M920 Tiny,SSD,Christopher,Crawford,+17784244206,johnspaul@example.org,Lisa Graham,Repairs,23239,26720,Bank Transfer,871,2021-03-24,2021-04-22,0,8GB,695,Online,Low,1118,460,23919,256GB
Africa,South Africa,Eastern Cape,ABC Computers,2,Samsung,Chromebook 4,SSD,David,Green,+13188371326,johnbaker@example.com,Erin Williams,Returns,17889,20816,Bank Transfer,148,2021-09-25,2021-10-21,0,4GB,849,Online,Medium,0,799,20485,1TB
Africa,Egypt,Giza,Frankies Hardware and Software,1,Acer,Predator Triton 500,SSD,John,Johnson,+17111095060,amber16@example.net,Jacob Hudson,New Sales,26961,29953,Bank Transfer,486,2023-01-11,,0,4GB,807,Offline,Low,0,246,27570,256GB
North America,New York,Utica,GHI Machines,10,Asus,ROG Zephyrus S GX701,SSD,Jacqueline,Pena,+14132634863,padams@example.net,Victoria Hodges,Second-hand Sales,23203,26401,Cash,428,2021-04-01,2021-04-02,0,4GB,717,Online,Low,0,929,23470,256GB
Africa,Botswana,Central,DEF Machines,8,HP,Pavilion,SSD,Karla,Adams,+17521377766,mark77@example.com,Sarah Riley,Repairs,8343,12482,Cash,523,2022-03-22,2022-04-12,0,8GB,642,Online,Medium,1874,791,8795,256GB
North America,New York,New York,KyaSand Tech Gadgets,5,Toshiba,Qosmio,SSD,Cindy,Crawford,+13264650515,hgomez@example.net,Kelsey Olson,Second-hand Sales,7175,10454,Finance,705,2023-06-30,2023-07-02,20603,16GB,659,Online,Medium,0,774,10175,1TB
Africa,South Africa,Limpopo,Greens Laptops and PCs,10,Toshiba,Chromebook,SSD,Laura,Hines,+15968884139,jennanguyen@example.net,Mark Landry,New Sales,16857,20524,Cash,963,2021-06-03,2021-06-06,0,2GB,436,Online,Medium,0,834,17102,256GB
North America,North Carolina,Wilson,S & A Computer Place,6,Asus,ExpertBook B9,SSD,Danielle,Herrera,+17080145616,rlindsey@example.net,Tony Valenzuela,New Sales,5475,8822,Cash,697,2021-08-14,2021-09-09,0,2GB,837,Online,Low,0,121,5885,1TB
North America,Illinois,Palatine,Greens Laptops and PCs,6,Toshiba,Qosmio,SSD,Brittany,Johnson,+15620901435,nfields@example.net,Curtis Tucker,Returns,10802,13839,Finance,932,2022-07-01,2022-07-12,5209,16GB,651,Online,High,0,375,13562,256GB
North America,Florida,Davie,Greens Laptops and PCs,3,Asus,ProArt StudioBook Pro X,HDD,Phillip,Lee,+15447669617,westjeffrey@example.net,Jordan Jensen,Returns,27621,30836,Bank Transfer,386,2021-05-26,,0,4GB,424,Offline,High,0,968,27988,256GB
Africa,Ethiopia,Oromia,GHI Machines,3,Acer,ConceptD 5,HDD,Heidi,Mccoy,+14523130854,robertsonkatherine@example.net,Thomas Ramos,New Sales,15391,17529,Bank Transfer,754,2022-12-07,2023-01-05,0,2GB,520,Online,Low,0,825,16720,500GB
Africa,Angola,Cuanza Sul,Mini Tech,10,Toshiba,Chromebook,SSD,Amber,Hansen,+16098810207,barbara45@example.com,Ruben Snow,Returns,25394,27398,Cash,620,2023-03-25,2023-04-13,0,4GB,583,Online,Medium,0,541,26146,1TB
North America,North Carolina,Jacksonville,S & A Computer Place,6,Microsoft,Surface Book,SSD,Andrea,Dixon,+14871136381,lopezcheryl@example.org,Brittany Franklin,Repairs,5058,8522,Bank Transfer,641,2023-03-22,2023-04-05,0,16GB,713,Online,High,1654,193,6564,1TB
Africa,Ethiopia,Oromia,LJ Computers,1,HP,ZBook,SSD,Dana,Ramirez,,howardtammy@example.org,Steven Walls,Second-hand Sales,15153,19739,Bank Transfer,349,2023-09-15,,0,8GB,719,Offline,Medium,0,220,17826,500GB
Africa,Botswana,North-East,ABC Computers,2,Samsung,Notebook 9 Pen,SSD,Kimberly,Cox,+18021733294,chloe75@example.net,Melissa Dunn,New Sales,29006,31577,Bank Transfer,229,2023-07-14,,0,16GB,661,Offline,Medium,0,903,30716,256GB
Africa,Tanzania,Morogoro,Jacks Hardware,6,Acer,Spin 5,HDD,Victor,Torres,+11004731128,mccoydanny@example.net,Mitchell Atkins,New Sales,4066,7086,Bank Transfer,705,2023-12-17,2023-12-23,0,16GB,404,Online,Low,0,610,6530,1TB
Africa,Morocco,Assa-Zag,ABC Computers,6,Samsung,Galaxy Chromebook 2,HDD,Mathew,Andrews,+15055172687,michael80@example.net,John Whitney,Returns,22916,27706,Bank Transfer,127,2021-04-17,,0,16GB,605,Offline,High,0,233,22969,500GB
North America,Georgia,Marietta,CK Tech Store,1,Samsung,Notebook 5,SSD,Eric,Roman,+14160950361,wholmes@example.com,Michael Turner,New Sales,9938,12189,Cash,139,2023-06-21,2023-06-25,0,2GB,676,Online,High,0,673,10598,256GB
North America,California,Bakersfield,CK Tech Store,8,Apple,Apple Mac Pro,SSD,James,White,+12036590555,ehiggins@example.net,Linda Perez,New Sales,15240,17694,Bank Transfer,385,2023-08-20,2023-09-13,0,8GB,635,Online,Medium,0,463,17451,1TB
Africa,Tanzania,Katavi,ABC Computers,1,Toshiba,Portege,HDD,Kimberly,Johnson,+18552721857,heidiwalker@example.com,Jennifer Morales,Repairs,16684,19062,Bank Transfer,760,2023-10-02,2023-10-04,0,16GB,553,Online,High,2389,322,17628,500GB
North America,California,Santa Clarita,Ricks Computers,2,Acer,Aspire 7,HDD,Craig,Garcia,+19538082536,jensenkathleen@example.com,Amber Montgomery,Repairs,11127,14575,Finance,46,2022-12-09,2022-12-18,48839,16GB,785,Online,High,1371,344,13610,256GB
Africa,Nigeria,Borno,ABC Computers,3,Apple,Apple Macintosh Classic,HDD,Rodney,Kennedy,+15939434193,hollypatterson@example.com,Lisa Morgan,Returns,29974,32228,Bank Transfer,405,2024-01-23,,0,8GB,447,Offline,Low,0,527,31131,1TB
Africa,Ethiopia,Harari,DEF Machines,5,HP,Envy,HDD,Jason,Jenkins,+11203457473,shelleymelendez@example.com,Michael Summers,New Sales,6982,10135,Finance,474,2022-10-10,2022-10-29,43014,4GB,813,Online,Low,0,340,8718,256GB
North America,Georgia,Dunwoody,Western International PCs,7,Asus,VivoBook Flip 14,SSD,Dawn,Norton,+12456697895,rmitchell@example.net,Ashley Thomas,Repairs,9183,13579,Bank Transfer,246,2022-04-25,2022-05-10,0,4GB,577,Online,Medium,4554,692,11812,1TB
North America,New York,Valley Stream,Western International PCs,3,Acer,Predator Triton 500,SSD,Kathryn,Smith,+17818171101,adrianheath@example.org,Gabrielle Patterson,New Sales,10668,13186,Cash,845,2023-12-12,,0,16GB,477,Offline,Low,0,879,10956,1TB
North America,Florida,Deltona,CK Tech Store,6,Toshiba,Portege,SSD,Brent,Martinez,+12879906194,lopezmichelle@example.org,Mary Kidd,Second-hand Sales,7046,10534,Finance,804,2023-10-27,2023-10-30,4592,4GB,580,Online,Low,0,166,7316,500GB
North America,Michigan,Grand Rapids,A & A PCs,10,Dell,Vostro,SSD,Walter,Howard,+18914389946,jenniferhansen@example.com,Michael Gomez,Returns,8056,12994,Cash,135,2021-11-17,2021-12-15,0,16GB,781,Online,Medium,0,669,8657,256GB
Africa,Kenya,Lamu,KyaSand Tech Gadgets,5,MSI,GS66 Stealth,SSD,Martin,Jones,+14567036133,ericablair@example.com,Tonya Nolan,Second-hand Sales,6978,9057,Finance,18,2021-07-21,2021-08-20,31101,16GB,816,Online,Low,0,287,7883,1TB
Africa,Ethiopia,Gambela,Greens Laptops and PCs,1,Lenovo,ThinkPad X1 Carbon,SSD,Eric,Shields,+10811817558,samantha67@example.net,Samuel Hurst,New Sales,13674,17223,Finance,333,2022-08-10,2022-08-11,30765,4GB,777,Online,Low,0,865,15175,256GB
Africa,Kenya,Bungoma,ABC Computers,2,Toshiba,Portege,SSD,Willie,Anderson,+17018887283,dmurphy@example.org,Misty Green,Repairs,4622,8803,Cash,341,2023-01-14,,0,2GB,721,Offline,High,1306,519,7796,1TB
North America,Ohio,Youngstown,GH PC Shop,10,Microsoft,Surface Book,SSD,Carlos,Smith,+18220828538,qsmith@example.org,Max Mccann,Second-hand Sales,7005,11645,Finance,261,2022-10-25,2022-10-27,35301,2GB,607,Online,Medium,0,202,7333,500GB
Africa,Tanzania,Geita,GHI Machines,2,Dell,G Series,HDD,Michael,Reed,+11360131408,ccohen@example.com,Antonio Cobb,Second-hand Sales,15294,20043,Finance,844,2022-08-10,2022-09-06,8083,2GB,567,Online,High,0,607,19518,256GB
Africa,Angola,Bie,Western International PCs,6,Asus,ZenBook Flip S UX371,SSD,Cheryl,Payne,+19028405930,garciastephen@example.com,Hector Robertson,Returns,14587,17845,Finance,868,2022-06-16,2022-07-11,33933,8GB,764,Online,Low,0,271,16100,256GB
North America,New York,Spring Valley,Ricks Computers,6,HP,Pavilion,HDD,Jonathan,May,+14719641787,donald40@example.com,John Lee,Returns,12889,15086,Bank Transfer,99,2023-06-27,,0,4GB,626,Offline,High,0,91,13676,256GB
North America,Ohio,Lorain,Benjis Tech,3,Toshiba,Qosmio,SSD,Bryan,Hall,+14644309559,fhumphrey@example.net,Max Mccann,Second-hand Sales,8594,11156,Cash,174,2022-09-12,2022-10-01,0,8GB,415,Online,High,0,972,10886,500GB
North America,Illinois,Des Plaines,GH PC Shop,9,Asus,ZenBook UX425,HDD,Monica,Jarvis,+12967838146,davidcline@example.org,Amanda Mitchell,Second-hand Sales,7323,10461,Finance,455,2024-02-20,,2954,8GB,614,Offline,Low,0,377,7957,500GB
Africa,Tanzania,Katavi,Frankies Hardware and Software,10,HP,Chromebook,SSD,Lisa,Carter,+13154001154,melissa54@example.org,Alicia Evans,New Sales,5974,8006,Cash,53,2022-03-18,2022-04-02,0,8GB,610,Online,Medium,0,385,7225,256GB
Africa,Botswana,Kgatleng,S & A Computer Place,3,Samsung,Notebook 9 Pro,SSD,Amy,Gentry,+11776775672,zcooper@example.com,Melissa Dunn,Repairs,9789,12629,Bank Transfer,67,2023-06-01,2023-06-25,0,8GB,432,Online,Low,1760,749,10148,500GB
North America,Ohio,Elyria,Jacks Hardware,7,Lenovo,ThinkPad X13 Yoga,HDD,Melissa,Spears,+15082264877,anitasmith@example.org,Melissa Fernandez,Repairs,7865,11830,Finance,186,2023-11-01,2023-11-17,23326,16GB,682,Online,Low,2150,797,10650,1TB
North America,Pennsylvania,Philadelphia,LJ Computers,8,Acer,Aspire 7,SSD,Daniel,Elliott,+19538139837,michael19@example.com,Nathan Villarreal,Second-hand Sales,2788,5455,Finance,154,2022-07-15,,6527,8GB,587,Offline,Medium,0,268,4320,256GB
North America,Michigan,Sterling Heights,S & A Computer Place,6,Toshiba,Satellite,SSD,Charlene,Harris,+16678975640,adrian48@example.net,Erika Larsen,Repairs,4961,9829,Finance,213,2023-12-20,2024-01-17,22997,2GB,476,Online,Low,3270,496,5842,1TB
Africa,Botswana,Central,Ricks Computers,7,Samsung,Notebook 5,HDD,Bradley,Hart,+16805060621,lfrazier@example.net,Justin Schroeder,Returns,22730,27708,Bank Transfer,889,2021-04-14,,0,2GB,662,Offline,Medium,0,457,27673,1TB
North America,New York,Utica,KyaSand Tech Gadgets,3,HP,Envy,SSD,Tara,Fisher,+16033467154,donaldchavez@example.com,Kelsey Olson,Repairs,24895,28429,Bank Transfer,575,2021-06-17,,0,16GB,437,Offline,High,2792,833,26179,256GB
Africa,Ghana,Upper East,XYZ Tech,6,Apple,Apple Power Mac G5,SSD,Michael,Williams,+13777354674,nathancarlson@example.org,Jessica Morgan,Returns,16731,21597,Bank Transfer,597,2022-07-21,2022-08-18,0,8GB,724,Online,Low,0,752,18882,256GB
Africa,Kenya,Kericho,DEF Machines,10,Acer,Nitro 5,HDD,Kendra,Johnson,+19411696590,griffinmichael@example.com,Kenneth Moore,Repairs,10922,14575,Cash,534,2022-10-10,,0,2GB,414,Offline,High,3623,125,11930,256GB
North America,Pennsylvania,Chester,Western International PCs,7,Dell,Latitude,HDD,Jose,Robbins,+16710251421,adamhale@example.org,Thomas Perry,New Sales,7373,11714,Bank Transfer,383,2023-01-21,,0,4GB,506,Offline,Low,0,801,8755,256GB
Africa,Ethiopia,Gambela,Frankies Hardware and Software,4,Lenovo,IdeaCentre AIO 3,SSD,Candice,Carter,+12890068181,kcompton@example.net,Samuel Hurst,Second-hand Sales,15879,18020,Finance,61,2023-09-20,,47259,2GB,615,Offline,Medium,0,26,17933,1TB
North America,New York,Troy,XYZ Tech,7,Microsoft,Surface Duo,HDD,Cindy,Stewart,+17130774432,kelleybernard@example.net,Jake Lee,Repairs,29567,34535,Finance,312,2022-09-18,2022-10-11,16585,8GB,541,Online,Low,3197,163,33037,256GB
Africa,Morocco,El Hajeb,Jacks Hardware,7,MSI,GP65 Leopard,SSD,Tiffany,Stone,+19611422497,brett05@example.com,Adam Schwartz,Second-hand Sales,28982,32491,Cash,326,2021-04-03,,0,16GB,404,Offline,High,0,371,31171,256GB
Africa,South Africa,Eastern Cape,Benjis Tech,5,Apple,Apple MacBook Air,SSD,Michael,Parker,,cbarnes@example.com,Patricia Jones,Returns,12714,16375,Finance,331,2023-07-01,,41887,2GB,469,Offline,Low,0,543,15396,1TB
North America,Texas,Odessa,GHI Machines,3,HP,Spectre,SSD,Nicole,Graham,+17418433583,colton73@example.org,Diana Rodriguez,Repairs,23540,26826,Finance,163,2023-03-18,,8452,2GB,600,Offline,Low,1900,254,24167,500GB
Africa,Ghana,Upper East,GHI Machines,4,Microsoft,Surface Hub,HDD,Christopher,Cooley,+17972907516,dmiller@example.net,Diana Ashley MD,Repairs,11257,15313,Cash,392,2024-01-22,2024-01-27,0,4GB,699,Online,Medium,2280,647,14781,500GB
Africa,Angola,Lunda Norte,LJ Computers,1,Dell,Chromebook,HDD,Christopher,Hudson,+10389202121,hwoods@example.net,Ruben Snow,Returns,21849,25764,Bank Transfer,238,2022-10-19,2022-11-06,0,4GB,537,Online,Medium,0,204,22984,1TB
Africa,Angola,Cuando Cubango,GH PC Shop,4,Acer,Chromebook Spin 311,SSD,Cynthia,Miller,+16110855099,guerrerowayne@example.org,Hector Robertson,Returns,18053,21794,Bank Transfer,666,2023-06-22,,0,4GB,593,Offline,Medium,0,274,19766,1TB
North America,Pennsylvania,Bethlehem,Mini Tech,3,Microsoft,Surface Go,SSD,Jonathan,West,+17955199433,floresalfred@example.com,Thomas Perry,Second-hand Sales,6861,8932,Cash,169,2023-07-20,2023-07-29,0,2GB,784,Online,Medium,0,774,7244,500GB
North America,Pennsylvania,Pittsburgh,DEF Machines,2,Apple,Apple PowerBook G4,SSD,Robert,Martinez,+10384412768,rferguson@example.com,Nathan Villarreal,Repairs,2886,7552,Bank Transfer,122,2023-02-18,2023-03-20,0,2GB,423,Online,High,1135,576,4557,500GB
Africa,Ethiopia,Tigray,XYZ Tech,2,Lenovo,IdeaCentre AIO 3,SSD,Nancy,Gardner,+14780066943,castrochristopher@example.com,Alexa Hopkins,New Sales,3007,7451,Finance,338,2023-09-17,,48587,8GB,807,Offline,Medium,0,372,5040,256GB
Africa,Tanzania,Pemba Kusini,Greens Laptops and PCs,2,Dell,G Series,SSD,Becky,Dunn,+16027874400,wnolan@example.net,Antonio Cobb,New Sales,27375,29705,Bank Transfer,110,2021-07-21,,0,4GB,579,Offline,Medium,0,227,29179,256GB
North America,Ohio,Akron,GH PC Shop,5,Asus,TUF Gaming A15,SSD,Patty,Martin,+16427219315,itucker@example.org,Roger Cole,New Sales,9351,13164,Cash,227,2021-09-20,,0,4GB,651,Offline,High,0,635,9519,256GB
North America,Florida,Lakeland,GH PC Shop,10,Toshiba,Tecra,SSD,Brian,Waters,,kristinlandry@example.com,Rachel Rowe,New Sales,25318,28618,Cash,645,2022-10-24,2022-10-30,0,8GB,835,Online,Low,0,491,28458,1TB
Africa,Nigeria,Lagos,S & A Computer Place,2,Lenovo,ThinkCentre M920 Tiny,SSD,Robert,Thompson,+16445541345,qschultz@example.net,Diana Waters,Second-hand Sales,22156,26101,Finance,656,2023-07-21,,14239,8GB,432,Offline,Medium,0,232,22458,500GB
North America,Michigan,Holland,CK Tech Store,7,Asus,ROG Zephyrus S GX701,SSD,Jessica,Martin,+11603721474,sarahrussell@example.net,Rebecca Smith,New Sales,15162,19909,Cash,20,2023-02-14,,0,8GB,418,Offline,Medium,0,861,16420,1TB
North America,Michigan,Royal Oak,XYZ Tech,3,HP,Envy,HDD,Megan,Jones,+13995404655,david83@example.com,Casey Dunn,Repairs,18548,21930,Finance,584,2022-04-25,2022-05-07,36920,4GB,701,Online,Low,2869,643,19501,256GB
Africa,Ethiopia,Benishangul-Gumuz,CK Tech Store,5,Apple,Apple MacBook Air,SSD,Cindy,Frederick,+10412445273,batesleonard@example.net,Jacob Spencer,New Sales,13645,18515,Finance,511,2024-02-03,,46513,2GB,706,Offline,Low,0,103,14174,500GB
North America,Illinois,Bloomington,DEF Machines,2,Asus,ZenBook UX425,SSD,Gerald,Bates,,drew13@example.net,Jerry Cox,New Sales,28666,33611,Cash,424,2023-08-20,,0,2GB,658,Offline,Low,0,246,31631,500GB
Africa,Egypt,Damietta,GHI Machines,10,Dell,Vostro,HDD,Cassandra,Burke,+19540701061,cody72@example.net,Robert Hudson,Returns,8642,10792,Finance,745,2024-02-01,,34570,2GB,509,Offline,Low,0,34,10498,500GB
North America,North Carolina,Hickory,Frankies Hardware and Software,5,Acer,Spin 5,HDD,Sharon,Rodriguez,+15741592089,patrickwilliamson@example.com,Brady Walton,Repairs,5865,8717,Finance,857,2022-02-07,2022-02-26,20789,16GB,753,Online,High,2942,496,8704,500GB
North America,Illinois,Naperville,Western International PCs,7,Apple,Apple MacBook Pro,HDD,David,Wilson,+17940358305,johnsonrobert@example.org,Amanda Mitchell,Second-hand Sales,10280,12849,Bank Transfer,929,2022-07-27,,0,16GB,613,Offline,Medium,0,387,12012,1TB
North America,New York,Buffalo,KyaSand Tech Gadgets,6,Samsung,Notebook 9 Pro,HDD,Gregory,Flynn,+14028258661,tbeltran@example.net,Janet Hall,Repairs,23587,26837,Bank Transfer,703,2022-05-15,,0,2GB,598,Offline,High,1776,210,25003,1TB
North America,Florida,Davie,LJ Computers,9,Apple,Apple Mac Mini,HDD,Hannah,Harris,+16308663434,tiffanydavis@example.com,Alexis Murray,New Sales,12217,14959,Finance,392,2023-10-13,,6046,8GB,463,Offline,High,0,522,13132,500GB
Africa,Morocco,Rabat,CK Tech Store,4,Asus,VivoBook Flip 14,SSD,Eddie,Duran,+15618260316,iromero@example.org,Justin Kemp,Returns,9116,13196,Cash,472,2021-05-24,,0,4GB,691,Offline,Medium,0,783,12311,256GB
North America,Michigan,Battle Creek,Frankies Hardware and Software,1,HP,Elitebook,SSD,Steven,Moyer,+17457872882,lynnklein@example.net,Teresa Martin,Second-hand Sales,4170,6680,Cash,443,2023-01-28,2023-02-15,0,2GB,806,Online,Low,0,855,5208,1TB
North America,California,Santa Ana,Greens Laptops and PCs,2,Dell,Inspiron,HDD,Stephanie,White,+17191149093,kimedwin@example.org,Ryan Bradley,New Sales,21801,26471,Cash,804,2022-01-04,,0,16GB,418,Offline,High,0,475,22653,500GB
North America,California,San Bernardino,LJ Computers,2,Samsung,Galaxy Chromebook 2,HDD,Barry,Villegas,+14437324458,amysingh@example.com,Joe Black,Repairs,25039,29606,Bank Transfer,996,2022-01-17,2022-02-10,0,8GB,673,Online,Medium,4229,977,25984,256GB
North America,North Carolina,Jacksonville,LJ Computers,6,Acer,Predator Triton 500,HDD,Tammy,Gillespie,+16053762735,lindseymary@example.org,Craig Wheeler,Repairs,15535,20336,Bank Transfer,687,2021-03-25,,0,16GB,401,Offline,Medium,1628,892,16032,500GB
North America,New York,New York,A & A PCs,6,Lenovo,Legion 5,SSD,Mark,King,+15333316739,irobinson@example.com,Ashley Miranda,Second-hand Sales,22275,24548,Cash,360,2023-09-12,2023-10-12,0,2GB,512,Online,Low,0,427,23865,500GB
Africa,Kenya,Trans Nzoia,Western International PCs,10,Asus,VivoBook Flip 14,SSD,Hunter,Robinson,+11095494594,clindsey@example.net,Amy Johnson,Repairs,25820,29600,Bank Transfer,653,2022-12-27,,0,16GB,515,Offline,Medium,3312,438,27429,256GB
North America,North Carolina,Wilson,DEF Machines,6,Toshiba,Satellite,HDD,Richard,Lawson,+10605478428,wanda23@example.net,Tamara Clark,New Sales,14073,17979,Bank Transfer,563,2021-07-09,,0,16GB,632,Offline,High,0,871,17654,500GB
Africa,South Africa,Mpumalanga,Greens Laptops and PCs,2,Dell,G Series,SSD,Robert,Coleman,+13778920359,efisher@example.net,Thomas Barr,Returns,8076,12152,Cash,212,2022-07-17,,0,2GB,752,Offline,Low,0,948,11330,1TB
Africa,Morocco,Errachidia,Western International PCs,9,Microsoft,Surface Studio,HDD,Jennifer,Garcia,+15825054413,proctorjane@example.net,Jessica Thomas,New Sales,7214,11306,Cash,529,2022-06-16,,0,4GB,437,Offline,Low,0,519,8184,500GB
Africa,Kenya,Nyamira,Jacks Hardware,2,HP,Omen,HDD,Daniel,Flores,+15627322085,keithmedina@example.com,Danielle Cole,Repairs,10159,14821,Bank Transfer,633,2023-07-16,2023-08-15,0,16GB,767,Online,Low,1224,507,13590,1TB
Africa,Kenya,Embu,Benjis Tech,8,Apple,Apple Mac Pro,SSD,Donna,Richardson,+12597727854,andrewcohen@example.com,Jason Robinson,Returns,9509,11992,Cash,404,2023-04-14,2023-05-06,0,16GB,552,Online,High,0,879,9548,256GB
Africa,South Africa,Limpopo,Western International PCs,7,Asus,ROG Zephyrus S GX701,SSD,Carlos,Stone,+12789639271,phillip05@example.net,Mary Nelson,Returns,29759,33434,Finance,5,2023-12-28,2024-01-26,39693,16GB,420,Online,Low,0,85,32412,256GB
Africa,Egypt,South Sinai,KyaSand Tech Gadgets,3,Samsung,Notebook 9,HDD,Jennifer,Lopez,+13081297725,xbrewer@example.com,Allison Gilbert,Second-hand Sales,28330,32744,Cash,454,2021-07-22,2021-08-01,0,8GB,493,Online,Medium,0,220,32049,256GB
North America,Pennsylvania,New Castle,GHI Machines,8,Dell,Alienware,SSD,Jerry,Morris,+19304744732,justinmoore@example.com,Thomas Perry,Second-hand Sales,23486,27478,Cash,801,2023-12-30,,0,16GB,840,Offline,High,0,439,24035,256GB
Africa,Morocco,Tata,XYZ Tech,9,Dell,Alienware,HDD,Patricia,Marquez,+17362172604,shellydurham@example.com,Jessica Thomas,Repairs,26979,31823,Cash,339,2023-02-10,,0,4GB,503,Offline,High,2023,93,29454,500GB
North America,Florida,Miramar,S & A Computer Place,3,HP,Stream,SSD,Carrie,Mason,+12239607854,brenda29@example.org,Mary Kidd,Second-hand Sales,6795,10540,Finance,313,2021-09-05,,14887,8GB,740,Offline,Medium,0,955,8560,1TB
